Country or Area,Value,Year,Item
Taiwan Province of China,2.8,2018,Real GDP growth (Annual percent change)
Tajikistan,7.3,2018,Real GDP growth (Annual percent change)
Tanzania,7,2018,Real GDP growth (Annual percent change)
Thailand,4.2,2018,Real GDP growth (Annual percent change)
Timor-Leste,-1.1,2018,Real GDP growth (Annual percent change)
Togo,5,2018,Real GDP growth (Annual percent change)
Tonga,0.3,2018,Real GDP growth (Annual percent change)
Trinidad and Tobago,0.1,2018,Real GDP growth (Annual percent change)
Tunisia,2.7,2018,Real GDP growth (Annual percent change)
Turkey,3,2018,Real GDP growth (Annual percent change)
Turkmenistan,6.2,2018,Real GDP growth (Annual percent change)
Tuvalu,3.2,2018,Real GDP growth (Annual percent change)
Uganda,6,2018,Real GDP growth (Annual percent change)
Ukraine,3.4,2018,Real GDP growth (Annual percent change)
United Arab Emirates,1.2,2018,Real GDP growth (Annual percent change)
United Kingdom,1.3,2018,Real GDP growth (Annual percent change)
United States,3,2018,Real GDP growth (Annual percent change)
Uruguay,0.5,2018,Real GDP growth (Annual percent change)
Uzbekistan,5.4,2018,Real GDP growth (Annual percent change)
Vanuatu,2.9,2018,Real GDP growth (Annual percent change)
Venezuela,-19.6,2018,Real GDP growth (Annual percent change)
Vietnam,7.1,2018,Real GDP growth (Annual percent change)
West Bank and Gaza,1.2,2018,Real GDP growth (Annual percent change)
Yemen,0.8,2018,Real GDP growth (Annual percent change)
Zambia,4,2018,Real GDP growth (Annual percent change)
Zimbabwe,3.5,2018,Real GDP growth (Annual percent change)
Africa (Region),3.4,2018,Real GDP growth (Annual percent change)
Asia and Pacific,5.3,2018,Real GDP growth (Annual percent change)
Australia and New Zealand,2.9,2018,Real GDP growth (Annual percent change)
Caribbean,1.7,2018,Real GDP growth (Annual percent change)
Central America,3.7,2018,Real GDP growth (Annual percent change)
Central Asia and the Caucasus,3.3,2018,Real GDP growth (Annual percent change)
East Asia,5.2,2018,Real GDP growth (Annual percent change)
Eastern Europe ,3.6,2018,Real GDP growth (Annual percent change)
Europe,2.3,2018,Real GDP growth (Annual percent change)
Middle East (Region),0.1,2018,Real GDP growth (Annual percent change)
North Africa,4.4,2018,Real GDP growth (Annual percent change)
North America,2.8,2018,Real GDP growth (Annual percent change)
Pacific Islands ,0.9,2018,Real GDP growth (Annual percent change)
South America,0.5,2018,Real GDP growth (Annual percent change)
South Asia,6.5,2018,Real GDP growth (Annual percent change)
Southeast Asia,5.3,2018,Real GDP growth (Annual percent change)
Sub-Saharan Africa (Region) ,3,2018,Real GDP growth (Annual percent change)
Western Europe,1.8,2018,Real GDP growth (Annual percent change)
Western Hemisphere (Region),2.4,2018,Real GDP growth (Annual percent change)
ASEAN-5,5.3,2018,Real GDP growth (Annual percent change)
Advanced economies,2.3,2018,Real GDP growth (Annual percent change)
Emerging and Developing Asia,6.4,2018,Real GDP growth (Annual percent change)
Emerging and Developing Europe,3.4,2018,Real GDP growth (Annual percent change)
Emerging market and developing economies,4.5,2018,Real GDP growth (Annual percent change)
Euro area,1.9,2018,Real GDP growth (Annual percent change)
European Union,2.3,2018,Real GDP growth (Annual percent change)
Latin America and the Caribbean,1.2,2018,Real GDP growth (Annual percent change)
Major advanced economies (G7),2.1,2018,Real GDP growth (Annual percent change)
Middle East and Central Asia,2,2018,Real GDP growth (Annual percent change)
Other advanced economies,2.8,2018,Real GDP growth (Annual percent change)
Sub-Saharan Africa,3.2,2018,Real GDP growth (Annual percent change)
World,3.6,2018,Real GDP growth (Annual percent change)
"©IMF, 2021",,2018,Real GDP growth (Annual percent change)
Afghanistan,3.9,2019,Real GDP growth (Annual percent change)
Albania,2.2,2019,Real GDP growth (Annual percent change)
Algeria,0.8,2019,Real GDP growth (Annual percent change)
Angola,-0.6,2019,Real GDP growth (Annual percent change)
Antigua and Barbuda,3.4,2019,Real GDP growth (Annual percent change)
Argentina,-2.1,2019,Real GDP growth (Annual percent change)
Armenia,7.6,2019,Real GDP growth (Annual percent change)
Aruba,0.4,2019,Real GDP growth (Annual percent change)
Australia,1.9,2019,Real GDP growth (Annual percent change)
Austria,1.4,2019,Real GDP growth (Annual percent change)
Azerbaijan,2.2,2019,Real GDP growth (Annual percent change)
"Bahamas, The",1.2,2019,Real GDP growth (Annual percent change)
Bahrain,2,2019,Real GDP growth (Annual percent change)
Bangladesh,8.2,2019,Real GDP growth (Annual percent change)
Barbados,-0.1,2019,Real GDP growth (Annual percent change)
Belarus,1.4,2019,Real GDP growth (Annual percent change)
Belgium,1.7,2019,Real GDP growth (Annual percent change)
Belize,1.8,2019,Real GDP growth (Annual percent change)
Benin,6.9,2019,Real GDP growth (Annual percent change)
Bhutan,4.3,2019,Real GDP growth (Annual percent change)
Bolivia,2.2,2019,Real GDP growth (Annual percent change)
Bosnia and Herzegovina,2.8,2019,Real GDP growth (Annual percent change)
Botswana,3,2019,Real GDP growth (Annual percent change)
Brazil,1.4,2019,Real GDP growth (Annual percent change)
Brunei Darussalam,3.9,2019,Real GDP growth (Annual percent change)
Bulgaria,3.7,2019,Real GDP growth (Annual percent change)
Burkina Faso,5.7,2019,Real GDP growth (Annual percent change)
Burundi,1.8,2019,Real GDP growth (Annual percent change)
Cabo Verde,5.7,2019,Real GDP growth (Annual percent change)
Cambodia,7,2019,Real GDP growth (Annual percent change)
Cameroon,3.9,2019,Real GDP growth (Annual percent change)
Canada,1.9,2019,Real GDP growth (Annual percent change)
Central African Republic,3,2019,Real GDP growth (Annual percent change)
Chad,3,2019,Real GDP growth (Annual percent change)
Chile,1,2019,Real GDP growth (Annual percent change)
"China, People's Republic of",5.8,2019,Real GDP growth (Annual percent change)
Colombia,3.3,2019,Real GDP growth (Annual percent change)
Comoros,1.9,2019,Real GDP growth (Annual percent change)
"Congo, Dem. Rep. of the",4.4,2019,Real GDP growth (Annual percent change)
"Congo, Republic of ",-0.6,2019,Real GDP growth (Annual percent change)
Costa Rica,2.2,2019,Real GDP growth (Annual percent change)
Croatia,2.9,2019,Real GDP growth (Annual percent change)
Cyprus,3.1,2019,Real GDP growth (Annual percent change)
Czech Republic,2.3,2019,Real GDP growth (Annual percent change)
Côte d'Ivoire,6.2,2019,Real GDP growth (Annual percent change)
Denmark,2.9,2019,Real GDP growth (Annual percent change)
Djibouti,7.5,2019,Real GDP growth (Annual percent change)
Dominica,7.6,2019,Real GDP growth (Annual percent change)
Dominican Republic,5.1,2019,Real GDP growth (Annual percent change)
Ecuador,0,2019,Real GDP growth (Annual percent change)
Egypt,5.6,2019,Real GDP growth (Annual percent change)
El Salvador,2.4,2019,Real GDP growth (Annual percent change)
Equatorial Guinea,-5.6,2019,Real GDP growth (Annual percent change)
Eritrea,3.8,2019,Real GDP growth (Annual percent change)
Estonia,5,2019,Real GDP growth (Annual percent change)
Eswatini,2.2,2019,Real GDP growth (Annual percent change)
Ethiopia,9,2019,Real GDP growth (Annual percent change)
Fiji,-0.4,2019,Real GDP growth (Annual percent change)
Finland,1.3,2019,Real GDP growth (Annual percent change)
France,1.5,2019,Real GDP growth (Annual percent change)
Gabon,3.9,2019,Real GDP growth (Annual percent change)
"Gambia, The",6.1,2019,Real GDP growth (Annual percent change)
Georgia,5,2019,Real GDP growth (Annual percent change)
Germany,0.6,2019,Real GDP growth (Annual percent change)
Ghana,6.5,2019,Real GDP growth (Annual percent change)
Greece,1.9,2019,Real GDP growth (Annual percent change)
Grenada,1.9,2019,Real GDP growth (Annual percent change)
Guatemala,3.8,2019,Real GDP growth (Annual percent change)
Guinea,5.6,2019,Real GDP growth (Annual percent change)
Guinea-Bissau,4.5,2019,Real GDP growth (Annual percent change)
Guyana,5.4,2019,Real GDP growth (Annual percent change)
Haiti,-1.7,2019,Real GDP growth (Annual percent change)
Honduras,2.7,2019,Real GDP growth (Annual percent change)
Hong Kong SAR,-1.2,2019,Real GDP growth (Annual percent change)
Hungary,4.6,2019,Real GDP growth (Annual percent change)
Iceland,2.6,2019,Real GDP growth (Annual percent change)
India,4,2019,Real GDP growth (Annual percent change)
Indonesia,5,2019,Real GDP growth (Annual percent change)
Iran,-6.8,2019,Real GDP growth (Annual percent change)
Iraq,4.5,2019,Real GDP growth (Annual percent change)
Ireland,5.9,2019,Real GDP growth (Annual percent change)
Israel,3.4,2019,Real GDP growth (Annual percent change)
Italy,0.3,2019,Real GDP growth (Annual percent change)
Jamaica,1,2019,Real GDP growth (Annual percent change)
Japan,0.3,2019,Real GDP growth (Annual percent change)
Jordan,2,2019,Real GDP growth (Annual percent change)
Kazakhstan,4.5,2019,Real GDP growth (Annual percent change)
Kenya,5.4,2019,Real GDP growth (Annual percent change)
Kiribati,3.9,2019,Real GDP growth (Annual percent change)
"Korea, Republic of",2,2019,Real GDP growth (Annual percent change)
Kosovo,4.9,2019,Real GDP growth (Annual percent change)
Kuwait,0.4,2019,Real GDP growth (Annual percent change)
Kyrgyz Republic,4.5,2019,Real GDP growth (Annual percent change)
Lao P.D.R.,4.7,2019,Real GDP growth (Annual percent change)
Latvia,2,2019,Real GDP growth (Annual percent change)
Lebanon,-6.7,2019,Real GDP growth (Annual percent change)
Lesotho,1.1,2019,Real GDP growth (Annual percent change)
Liberia,-2.5,2019,Real GDP growth (Annual percent change)
Libya,13.2,2019,Real GDP growth (Annual percent change)
Lithuania,4.3,2019,Real GDP growth (Annual percent change)
Luxembourg,2.3,2019,Real GDP growth (Annual percent change)
Macao SAR,-2.6,2019,Real GDP growth (Annual percent change)
Madagascar,4.4,2019,Real GDP growth (Annual percent change)
Malawi,4.5,2019,Real GDP growth (Annual percent change)
Malaysia,4.3,2019,Real GDP growth (Annual percent change)
Maldives,7,2019,Real GDP growth (Annual percent change)
Mali,4.8,2019,Real GDP growth (Annual percent change)
Malta,5.5,2019,Real GDP growth (Annual percent change)
Marshall Islands,6.5,2019,Real GDP growth (Annual percent change)
Mauritania,5.6,2019,Real GDP growth (Annual percent change)
Mauritius,3,2019,Real GDP growth (Annual percent change)
Mexico,-0.1,2019,Real GDP growth (Annual percent change)
"Micronesia, Fed. States of",1.2,2019,Real GDP growth (Annual percent change)
Moldova,3.6,2019,Real GDP growth (Annual percent change)
Mongolia,5.2,2019,Real GDP growth (Annual percent change)
Montenegro,4.1,2019,Real GDP growth (Annual percent change)
Morocco,2.5,2019,Real GDP growth (Annual percent change)
Mozambique,2.3,2019,Real GDP growth (Annual percent change)
Myanmar,6.8,2019,Real GDP growth (Annual percent change)
Namibia,-1.6,2019,Real GDP growth (Annual percent change)
Nauru,1,2019,Real GDP growth (Annual percent change)
Nepal,6.7,2019,Real GDP growth (Annual percent change)
Netherlands,1.7,2019,Real GDP growth (Annual percent change)
New Zealand,2.4,2019,Real GDP growth (Annual percent change)
Nicaragua,-3.9,2019,Real GDP growth (Annual percent change)
Niger,5.9,2019,Real GDP growth (Annual percent change)
Nigeria,2.2,2019,Real GDP growth (Annual percent change)
North Macedonia ,3.2,2019,Real GDP growth (Annual percent change)
Norway,0.9,2019,Real GDP growth (Annual percent change)
Oman,-0.8,2019,Real GDP growth (Annual percent change)
Pakistan,1.9,2019,Real GDP growth (Annual percent change)
Palau,-1.8,2019,Real GDP growth (Annual percent change)
Panama,3,2019,Real GDP growth (Annual percent change)
Papua New Guinea,5.9,2019,Real GDP growth (Annual percent change)
Paraguay,0,2019,Real GDP growth (Annual percent change)
Peru,2.2,2019,Real GDP growth (Annual percent change)
Philippines,6,2019,Real GDP growth (Annual percent change)
Poland,4.5,2019,Real GDP growth (Annual percent change)
Portugal,2.5,2019,Real GDP growth (Annual percent change)
Puerto Rico,1.2,2019,Real GDP growth (Annual percent change)
Qatar,0.8,2019,Real GDP growth (Annual percent change)
Romania,4.1,2019,Real GDP growth (Annual percent change)
Russian Federation,2,2019,Real GDP growth (Annual percent change)
Rwanda,9.4,2019,Real GDP growth (Annual percent change)
Saint Kitts and Nevis,2.8,2019,Real GDP growth (Annual percent change)
Saint Lucia,1.7,2019,Real GDP growth (Annual percent change)
Saint Vincent and the Grenadines,0.3,2019,Real GDP growth (Annual percent change)
Samoa,3.6,2019,Real GDP growth (Annual percent change)
San Marino,2.4,2019,Real GDP growth (Annual percent change)
Saudi Arabia,0.3,2019,Real GDP growth (Annual percent change)
Senegal,4.4,2019,Real GDP growth (Annual percent change)
Serbia,4.2,2019,Real GDP growth (Annual percent change)
Seychelles,1.9,2019,Real GDP growth (Annual percent change)
Sierra Leone,5.5,2019,Real GDP growth (Annual percent change)
Singapore,1.3,2019,Real GDP growth (Annual percent change)
Slovak Republic,2.3,2019,Real GDP growth (Annual percent change)
Slovenia,3.2,2019,Real GDP growth (Annual percent change)
Solomon Islands,1.2,2019,Real GDP growth (Annual percent change)
Somalia,2.9,2019,Real GDP growth (Annual percent change)
South Africa,0.2,2019,Real GDP growth (Annual percent change)
"South Sudan, Republic of",0.9,2019,Real GDP growth (Annual percent change)
Spain,2,2019,Real GDP growth (Annual percent change)
Sri Lanka,2.3,2019,Real GDP growth (Annual percent change)
Sudan,-2.5,2019,Real GDP growth (Annual percent change)
Suriname,0.3,2019,Real GDP growth (Annual percent change)
Sweden,1.4,2019,Real GDP growth (Annual percent change)
Switzerland,1.1,2019,Real GDP growth (Annual percent change)
Syria,no data,2019,Real GDP growth (Annual percent change)
São Tomé and Príncipe,1.3,2019,Real GDP growth (Annual percent change)
Taiwan Province of China,3,2019,Real GDP growth (Annual percent change)
Tajikistan,7.5,2019,Real GDP growth (Annual percent change)
Tanzania,7,2019,Real GDP growth (Annual percent change)
Thailand,2.3,2019,Real GDP growth (Annual percent change)
Timor-Leste,1.8,2019,Real GDP growth (Annual percent change)
Togo,5.5,2019,Real GDP growth (Annual percent change)
Tonga,0.7,2019,Real GDP growth (Annual percent change)
Trinidad and Tobago,-1.2,2019,Real GDP growth (Annual percent change)
Tunisia,1,2019,Real GDP growth (Annual percent change)
Turkey,0.9,2019,Real GDP growth (Annual percent change)
Turkmenistan,6.3,2019,Real GDP growth (Annual percent change)
Tuvalu,6,2019,Real GDP growth (Annual percent change)
Uganda,8,2019,Real GDP growth (Annual percent change)
Ukraine,3.2,2019,Real GDP growth (Annual percent change)
United Arab Emirates,1.7,2019,Real GDP growth (Annual percent change)
United Kingdom,1.4,2019,Real GDP growth (Annual percent change)
United States,2.2,2019,Real GDP growth (Annual percent change)
Uruguay,0.3,2019,Real GDP growth (Annual percent change)
Uzbekistan,5.8,2019,Real GDP growth (Annual percent change)
Vanuatu,3.3,2019,Real GDP growth (Annual percent change)
Venezuela,-35,2019,Real GDP growth (Annual percent change)
Vietnam,7,2019,Real GDP growth (Annual percent change)
West Bank and Gaza,1.4,2019,Real GDP growth (Annual percent change)
Yemen,2.1,2019,Real GDP growth (Annual percent change)
Zambia,1.4,2019,Real GDP growth (Annual percent change)
Zimbabwe,-7.4,2019,Real GDP growth (Annual percent change)
Africa (Region),3.4,2019,Real GDP growth (Annual percent change)
Asia and Pacific,4.2,2019,Real GDP growth (Annual percent change)
Australia and New Zealand,2,2019,Real GDP growth (Annual percent change)
Caribbean,0.2,2019,Real GDP growth (Annual percent change)
Central America,3.2,2019,Real GDP growth (Annual percent change)
Central Asia and the Caucasus,2.2,2019,Real GDP growth (Annual percent change)
East Asia,4.4,2019,Real GDP growth (Annual percent change)
Eastern Europe ,2.9,2019,Real GDP growth (Annual percent change)
Europe,1.8,2019,Real GDP growth (Annual percent change)
Middle East (Region),-0.4,2019,Real GDP growth (Annual percent change)
North Africa,4.1,2019,Real GDP growth (Annual percent change)
North America,1.9,2019,Real GDP growth (Annual percent change)
Pacific Islands ,4,2019,Real GDP growth (Annual percent change)
South America,-0.1,2019,Real GDP growth (Annual percent change)
South Asia,4.2,2019,Real GDP growth (Annual percent change)
Southeast Asia,4.7,2019,Real GDP growth (Annual percent change)
Sub-Saharan Africa (Region) ,3,2019,Real GDP growth (Annual percent change)
Western Europe,1.3,2019,Real GDP growth (Annual percent change)
Western Hemisphere (Region),1.5,2019,Real GDP growth (Annual percent change)
ASEAN-5,4.8,2019,Real GDP growth (Annual percent change)
Advanced economies,1.6,2019,Real GDP growth (Annual percent change)
Emerging and Developing Asia,5.3,2019,Real GDP growth (Annual percent change)
Emerging and Developing Europe,2.4,2019,Real GDP growth (Annual percent change)
Emerging market and developing economies,3.6,2019,Real GDP growth (Annual percent change)
Euro area,1.3,2019,Real GDP growth (Annual percent change)
European Union,1.7,2019,Real GDP growth (Annual percent change)
Latin America and the Caribbean,0.2,2019,Real GDP growth (Annual percent change)
Major advanced economies (G7),1.5,2019,Real GDP growth (Annual percent change)
Middle East and Central Asia,1.4,2019,Real GDP growth (Annual percent change)
Other advanced economies,1.8,2019,Real GDP growth (Annual percent change)
Sub-Saharan Africa,3.2,2019,Real GDP growth (Annual percent change)
World,2.8,2019,Real GDP growth (Annual percent change)
"©IMF, 2021",,2019,Real GDP growth (Annual percent change)
Afghanistan,-5,2020,Real GDP growth (Annual percent change)
Albania,-3.5,2020,Real GDP growth (Annual percent change)
Algeria,-6,2020,Real GDP growth (Annual percent change)
Angola,-4,2020,Real GDP growth (Annual percent change)
Antigua and Barbuda,-17.3,2020,Real GDP growth (Annual percent change)
Argentina,-10,2020,Real GDP growth (Annual percent change)
Armenia,-7.6,2020,Real GDP growth (Annual percent change)
Aruba,-25.5,2020,Real GDP growth (Annual percent change)
Australia,-2.4,2020,Real GDP growth (Annual percent change)
Austria,-6.6,2020,Real GDP growth (Annual percent change)
Azerbaijan,-4.3,2020,Real GDP growth (Annual percent change)
"Bahamas, The",-16.3,2020,Real GDP growth (Annual percent change)
Bahrain,-5.4,2020,Real GDP growth (Annual percent change)
Bangladesh,3.8,2020,Real GDP growth (Annual percent change)
Barbados,-17.6,2020,Real GDP growth (Annual percent change)
Belarus,-0.9,2020,Real GDP growth (Annual percent change)
Belgium,-6.4,2020,Real GDP growth (Annual percent change)
Belize,-14.1,2020,Real GDP growth (Annual percent change)
Benin,2,2020,Real GDP growth (Annual percent change)
Bhutan,-0.8,2020,Real GDP growth (Annual percent change)
Bolivia,-7.7,2020,Real GDP growth (Annual percent change)
Bosnia and Herzegovina,-5.5,2020,Real GDP growth (Annual percent change)
Botswana,-8.3,2020,Real GDP growth (Annual percent change)
Brazil,-4.1,2020,Real GDP growth (Annual percent change)
Brunei Darussalam,1.2,2020,Real GDP growth (Annual percent change)
Bulgaria,-3.8,2020,Real GDP growth (Annual percent change)
Burkina Faso,0.8,2020,Real GDP growth (Annual percent change)
Burundi,-1.3,2020,Real GDP growth (Annual percent change)
Cabo Verde,-14,2020,Real GDP growth (Annual percent change)
Cambodia,-3.5,2020,Real GDP growth (Annual percent change)
Cameroon,-2.8,2020,Real GDP growth (Annual percent change)
Canada,-5.4,2020,Real GDP growth (Annual percent change)
Central African Republic,0,2020,Real GDP growth (Annual percent change)
Chad,-0.9,2020,Real GDP growth (Annual percent change)
Chile,-5.8,2020,Real GDP growth (Annual percent change)
"China, People's Republic of",2.3,2020,Real GDP growth (Annual percent change)
Colombia,-6.8,2020,Real GDP growth (Annual percent change)
Comoros,-0.5,2020,Real GDP growth (Annual percent change)
"Congo, Dem. Rep. of the",-0.1,2020,Real GDP growth (Annual percent change)
"Congo, Republic of ",-7.8,2020,Real GDP growth (Annual percent change)
Costa Rica,-4.8,2020,Real GDP growth (Annual percent change)
Croatia,-9,2020,Real GDP growth (Annual percent change)
Cyprus,-5.1,2020,Real GDP growth (Annual percent change)
Czech Republic,-5.6,2020,Real GDP growth (Annual percent change)
Côte d'Ivoire,2.3,2020,Real GDP growth (Annual percent change)
Denmark,-3.3,2020,Real GDP growth (Annual percent change)
Djibouti,-1,2020,Real GDP growth (Annual percent change)
Dominica,-10.4,2020,Real GDP growth (Annual percent change)
Dominican Republic,-6.7,2020,Real GDP growth (Annual percent change)
Ecuador,-7.5,2020,Real GDP growth (Annual percent change)
Egypt,3.6,2020,Real GDP growth (Annual percent change)
El Salvador,-8.6,2020,Real GDP growth (Annual percent change)
Equatorial Guinea,-5.8,2020,Real GDP growth (Annual percent change)
Eritrea,-0.6,2020,Real GDP growth (Annual percent change)
Estonia,-2.9,2020,Real GDP growth (Annual percent change)
Eswatini,-3.3,2020,Real GDP growth (Annual percent change)
Ethiopia,6.1,2020,Real GDP growth (Annual percent change)
Fiji,-19,2020,Real GDP growth (Annual percent change)
Finland,-2.9,2020,Real GDP growth (Annual percent change)
France,-8.2,2020,Real GDP growth (Annual percent change)
Gabon,-1.8,2020,Real GDP growth (Annual percent change)
"Gambia, The",0,2020,Real GDP growth (Annual percent change)
Georgia,-6.1,2020,Real GDP growth (Annual percent change)
Germany,-4.9,2020,Real GDP growth (Annual percent change)
Ghana,0.9,2020,Real GDP growth (Annual percent change)
Greece,-8.2,2020,Real GDP growth (Annual percent change)
Grenada,-13.5,2020,Real GDP growth (Annual percent change)
Guatemala,-1.5,2020,Real GDP growth (Annual percent change)
Guinea,5.2,2020,Real GDP growth (Annual percent change)
Guinea-Bissau,-2.4,2020,Real GDP growth (Annual percent change)
Guyana,43.4,2020,Real GDP growth (Annual percent change)
Haiti,-3.7,2020,Real GDP growth (Annual percent change)
Honduras,-8,2020,Real GDP growth (Annual percent change)
Hong Kong SAR,-6.1,2020,Real GDP growth (Annual percent change)
Hungary,-5,2020,Real GDP growth (Annual percent change)
Iceland,-6.6,2020,Real GDP growth (Annual percent change)
India,-8,2020,Real GDP growth (Annual percent change)
Indonesia,-2.1,2020,Real GDP growth (Annual percent change)
Iran,1.5,2020,Real GDP growth (Annual percent change)
Iraq,-10.9,2020,Real GDP growth (Annual percent change)
Ireland,2.5,2020,Real GDP growth (Annual percent change)
Israel,-2.4,2020,Real GDP growth (Annual percent change)
Italy,-8.9,2020,Real GDP growth (Annual percent change)
Jamaica,-10.2,2020,Real GDP growth (Annual percent change)
Japan,-4.8,2020,Real GDP growth (Annual percent change)
Jordan,-2,2020,Real GDP growth (Annual percent change)
Kazakhstan,-2.6,2020,Real GDP growth (Annual percent change)
Kenya,-0.1,2020,Real GDP growth (Annual percent change)
Kiribati,-0.5,2020,Real GDP growth (Annual percent change)
"Korea, Republic of",-1,2020,Real GDP growth (Annual percent change)
Kosovo,-6,2020,Real GDP growth (Annual percent change)
Kuwait,-8.1,2020,Real GDP growth (Annual percent change)
Kyrgyz Republic,-8,2020,Real GDP growth (Annual percent change)
Lao P.D.R.,-0.4,2020,Real GDP growth (Annual percent change)
Latvia,-3.6,2020,Real GDP growth (Annual percent change)
Lebanon,-25,2020,Real GDP growth (Annual percent change)
Lesotho,-4.5,2020,Real GDP growth (Annual percent change)
Liberia,-3,2020,Real GDP growth (Annual percent change)
Libya,-59.7,2020,Real GDP growth (Annual percent change)
Lithuania,-0.8,2020,Real GDP growth (Annual percent change)
Luxembourg,-1.3,2020,Real GDP growth (Annual percent change)
Macao SAR,-56.3,2020,Real GDP growth (Annual percent change)
Madagascar,-4.2,2020,Real GDP growth (Annual percent change)
Malawi,0.6,2020,Real GDP growth (Annual percent change)
Malaysia,-5.6,2020,Real GDP growth (Annual percent change)
Maldives,-32.2,2020,Real GDP growth (Annual percent change)
Mali,-2,2020,Real GDP growth (Annual percent change)
Malta,-7,2020,Real GDP growth (Annual percent change)
Marshall Islands,-3.3,2020,Real GDP growth (Annual percent change)
Mauritania,-2.2,2020,Real GDP growth (Annual percent change)
Mauritius,-15.8,2020,Real GDP growth (Annual percent change)
Mexico,-8.2,2020,Real GDP growth (Annual percent change)
"Micronesia, Fed. States of",-1.6,2020,Real GDP growth (Annual percent change)
Moldova,-7.5,2020,Real GDP growth (Annual percent change)
Mongolia,-5.3,2020,Real GDP growth (Annual percent change)
Montenegro,-15.2,2020,Real GDP growth (Annual percent change)
Morocco,-7,2020,Real GDP growth (Annual percent change)
Mozambique,-0.5,2020,Real GDP growth (Annual percent change)
Myanmar,3.2,2020,Real GDP growth (Annual percent change)
Namibia,-7.2,2020,Real GDP growth (Annual percent change)
Nauru,0.7,2020,Real GDP growth (Annual percent change)
Nepal,-1.9,2020,Real GDP growth (Annual percent change)
Netherlands,-3.8,2020,Real GDP growth (Annual percent change)
New Zealand,-3,2020,Real GDP growth (Annual percent change)
Nicaragua,-3,2020,Real GDP growth (Annual percent change)
Niger,1.2,2020,Real GDP growth (Annual percent change)
Nigeria,-1.8,2020,Real GDP growth (Annual percent change)
North Macedonia ,-4.5,2020,Real GDP growth (Annual percent change)
Norway,-0.8,2020,Real GDP growth (Annual percent change)
Oman,-6.4,2020,Real GDP growth (Annual percent change)
Pakistan,-0.4,2020,Real GDP growth (Annual percent change)
Palau,-10.3,2020,Real GDP growth (Annual percent change)
Panama,-17.9,2020,Real GDP growth (Annual percent change)
Papua New Guinea,-3.9,2020,Real GDP growth (Annual percent change)
Paraguay,-0.9,2020,Real GDP growth (Annual percent change)
Peru,-11.1,2020,Real GDP growth (Annual percent change)
Philippines,-9.5,2020,Real GDP growth (Annual percent change)
Poland,-2.7,2020,Real GDP growth (Annual percent change)
Portugal,-7.6,2020,Real GDP growth (Annual percent change)
Puerto Rico,-7.5,2020,Real GDP growth (Annual percent change)
Qatar,-2.6,2020,Real GDP growth (Annual percent change)
Romania,-3.9,2020,Real GDP growth (Annual percent change)
Russian Federation,-3.1,2020,Real GDP growth (Annual percent change)
Rwanda,-0.2,2020,Real GDP growth (Annual percent change)
Saint Kitts and Nevis,-18.7,2020,Real GDP growth (Annual percent change)
Saint Lucia,-18.9,2020,Real GDP growth (Annual percent change)
Saint Vincent and the Grenadines,-4.2,2020,Real GDP growth (Annual percent change)
Samoa,-3.2,2020,Real GDP growth (Annual percent change)
San Marino,-9.7,2020,Real GDP growth (Annual percent change)
Saudi Arabia,-4.1,2020,Real GDP growth (Annual percent change)
Senegal,0.8,2020,Real GDP growth (Annual percent change)
Serbia,-1,2020,Real GDP growth (Annual percent change)
Seychelles,-13.4,2020,Real GDP growth (Annual percent change)
Sierra Leone,-2.2,2020,Real GDP growth (Annual percent change)
Singapore,-5.4,2020,Real GDP growth (Annual percent change)
Slovak Republic,-5.2,2020,Real GDP growth (Annual percent change)
Slovenia,-5.5,2020,Real GDP growth (Annual percent change)
Solomon Islands,-4.3,2020,Real GDP growth (Annual percent change)
Somalia,-1.5,2020,Real GDP growth (Annual percent change)
South Africa,-7,2020,Real GDP growth (Annual percent change)
"South Sudan, Republic of",-6.6,2020,Real GDP growth (Annual percent change)
Spain,-11,2020,Real GDP growth (Annual percent change)
Sri Lanka,-3.6,2020,Real GDP growth (Annual percent change)
Sudan,-3.6,2020,Real GDP growth (Annual percent change)
Suriname,-13.5,2020,Real GDP growth (Annual percent change)
Sweden,-2.8,2020,Real GDP growth (Annual percent change)
Switzerland,-3,2020,Real GDP growth (Annual percent change)
Syria,no data,2020,Real GDP growth (Annual percent change)
São Tomé and Príncipe,-6.5,2020,Real GDP growth (Annual percent change)
Taiwan Province of China,3.1,2020,Real GDP growth (Annual percent change)
Tajikistan,4.5,2020,Real GDP growth (Annual percent change)
Tanzania,1,2020,Real GDP growth (Annual percent change)
Thailand,-6.1,2020,Real GDP growth (Annual percent change)
Timor-Leste,-6.8,2020,Real GDP growth (Annual percent change)
Togo,0.7,2020,Real GDP growth (Annual percent change)
Tonga,-0.5,2020,Real GDP growth (Annual percent change)
Trinidad and Tobago,-7.8,2020,Real GDP growth (Annual percent change)
Tunisia,-8.8,2020,Real GDP growth (Annual percent change)
Turkey,1.8,2020,Real GDP growth (Annual percent change)
Turkmenistan,0.8,2020,Real GDP growth (Annual percent change)
Tuvalu,0.5,2020,Real GDP growth (Annual percent change)
Uganda,-2.1,2020,Real GDP growth (Annual percent change)
Ukraine,-4.2,2020,Real GDP growth (Annual percent change)
United Arab Emirates,-5.9,2020,Real GDP growth (Annual percent change)
United Kingdom,-9.9,2020,Real GDP growth (Annual percent change)
